tool_id,tool_name,category,company,launch_year,users_millions,pricing_model,open_source
1252,AI Tool 1252,Image Generation,Microsoft,2025,136,Freemium,Yes
1253,AI Tool 1253,Video Generation,Microsoft,2026,169,Free,No
1254,AI Tool 1254,Coding AI,Adobe,2020,102,Free,No
1255,AI Tool 1255,LLM,Runway,2026,1,Paid,No
1256,AI Tool 1256,Voice AI,Adobe,2025,139,Freemium,Yes
1257,AI Tool 1257,AI Agents,Runway,2021,98,Free,Yes
1258,AI Tool 1258,Video Generation,Anthropic,2020,162,Freemium,No
1259,AI Tool 1259,LLM,HuggingFace,2022,42,Freemium,No
1260,AI Tool 1260,LLM,Meta,2025,180,Freemium,No
1261,AI Tool 1261,Chatbots,Google,2020,101,Freemium,Yes
1262,AI Tool 1262,Voice AI,OpenAI,2023,187,Free,No
1263,AI Tool 1263,Chatbots,Stability AI,2023,89,Freemium,Yes
1264,AI Tool 1264,Voice AI,Microsoft,2024,31,Freemium,Yes
1265,AI Tool 1265,Coding AI,Anthropic,2024,19,Freemium,No
1266,AI Tool 1266,Image Generation,Adobe,2025,168,Freemium,Yes
1267,AI Tool 1267,Productivity AI,Google,2026,100,Free,Yes
1268,AI Tool 1268,Coding AI,Google,2026,34,Paid,Yes
1269,AI Tool 1269,Image Generation,Anthropic,2023,10,Free,Yes
1270,AI Tool 1270,Chatbots,Runway,2020,40,Free,Yes
1271,AI Tool 1271,Productivity AI,Amazon,2022,141,Freemium,No
1272,AI Tool 1272,Productivity AI,Amazon,2026,99,Paid,No
1273,AI Tool 1273,Image Generation,Meta,2020,26,Freemium,No
1274,AI Tool 1274,Voice AI,OpenAI,2026,184,Free,No
1275,AI Tool 1275,Image Generation,OpenAI,2020,65,Freemium,No
1276,AI Tool 1276,Productivity AI,Google,2025,102,Free,No
1277,AI Tool 1277,AI Agents,Stability AI,2026,157,Paid,Yes
1278,AI Tool 1278,Productivity AI,OpenAI,2021,128,Free,No
1279,AI Tool 1279,Image Generation,Amazon,2020,13,Paid,No
1280,AI Tool 1280,Productivity AI,OpenAI,2026,23,Freemium,Yes
1281,AI Tool 1281,Chatbots,Meta,2026,108,Free,No
1282,AI Tool 1282,Image Generation,Runway,2020,146,Paid,Yes
1283,AI Tool 1283,Voice AI,HuggingFace,2023,118,Free,Yes
1284,AI Tool 1284,LLM,Runway,2020,59,Freemium,No
1285,AI Tool 1285,AI Agents,HuggingFace,2024,169,Paid,Yes
1286,AI Tool 1286,Video Generation,Anthropic,2025,155,Free,Yes
1287,AI Tool 1287,Chatbots,Google,2020,79,Free,No
1288,AI Tool 1288,Voice AI,HuggingFace,2026,129,Paid,No
1289,AI Tool 1289,Productivity AI,Amazon,2020,199,Freemium,Yes
1290,AI Tool 1290,Image Generation,OpenAI,2022,42,Paid,Yes
1291,AI Tool 1291,Voice AI,Meta,2023,55,Paid,Yes
1292,AI Tool 1292,LLM,Google,2023,13,Free,No
1293,AI Tool 1293,Video Generation,Google,2024,195,Freemium,No
1294,AI Tool 1294,Voice AI,Runway,2021,163,Free,No
1295,AI Tool 1295,Chatbots,Amazon,2022,141,Freemium,No
1296,AI Tool 1296,Video Generation,Meta,2024,15,Free,No
1297,AI Tool 1297,AI Agents,HuggingFace,2022,118,Freemium,Yes
1298,AI Tool 1298,Productivity AI,Microsoft,2026,38,Paid,No
1299,AI Tool 1299,Video Generation,Stability AI,2025,41,Free,No
1300,AI Tool 1300,Coding AI,OpenAI,2021,97,Freemium,Yes
1301,AI Tool 1301,AI Agents,Runway,2021,2,Free,No
1302,AI Tool 1302,Voice AI,Anthropic,2020,82,Free,Yes
1303,AI Tool 1303,AI Agents,Microsoft,2021,164,Freemium,No
1304,AI Tool 1304,Coding AI,Meta,2022,43,Freemium,Yes
1305,AI Tool 1305,Coding AI,Anthropic,2020,198,Freemium,No
1306,AI Tool 1306,Chatbots,Anthropic,2020,22,Freemium,Yes
1307,AI Tool 1307,AI Agents,Runway,2024,68,Freemium,Yes
1308,AI Tool 1308,Voice AI,Adobe,2026,156,Freemium,Yes
1309,AI Tool 1309,Video Generation,OpenAI,2026,91,Free,No
1310,AI Tool 1310,Image Generation,Microsoft,2025,94,Paid,Yes
1311,AI Tool 1311,Coding AI,Google,2023,160,Freemium,Yes
1312,AI Tool 1312,Video Generation,Amazon,2020,67,Free,Yes
1313,AI Tool 1313,LLM,Meta,2026,14,Freemium,Yes
1314,AI Tool 1314,Voice AI,HuggingFace,2025,100,Paid,Yes
1315,AI Tool 1315,Coding AI,OpenAI,2025,187,Freemium,Yes
1316,AI Tool 1316,Image Generation,Microsoft,2025,57,Free,Yes
1317,AI Tool 1317,Chatbots,Adobe,2020,176,Paid,Yes
1318,AI Tool 1318,Voice AI,Adobe,2026,145,Paid,Yes
1319,AI Tool 1319,LLM,HuggingFace,2023,177,Freemium,No
1320,AI Tool 1320,Image Generation,Microsoft,2025,162,Paid,No
1321,AI Tool 1321,Image Generation,Amazon,2026,41,Freemium,Yes
1322,AI Tool 1322,LLM,Meta,2022,10,Paid,Yes
1323,AI Tool 1323,Coding AI,Google,2025,27,Paid,Yes
1324,AI Tool 1324,LLM,Anthropic,2024,100,Free,No
1325,AI Tool 1325,Video Generation,Amazon,2025,76,Freemium,No
1326,AI Tool 1326,AI Agents,Microsoft,2021,73,Freemium,No
1327,AI Tool 1327,AI Agents,Amazon,2025,124,Free,No
1328,AI Tool 1328,Productivity AI,Google,2020,77,Free,No
1329,AI Tool 1329,Coding AI,OpenAI,2022,159,Freemium,Yes
1330,AI Tool 1330,Chatbots,Google,2022,29,Free,No
1331,AI Tool 1331,Voice AI,Anthropic,2022,107,Free,No
1332,AI Tool 1332,Chatbots,Meta,2021,123,Paid,No
1333,AI Tool 1333,Chatbots,Runway,2025,85,Free,Yes
1334,AI Tool 1334,Image Generation,Meta,2022,107,Free,Yes
1335,AI Tool 1335,AI Agents,OpenAI,2024,134,Freemium,No
1336,AI Tool 1336,Chatbots,Google,2024,131,Freemium,No
1337,AI Tool 1337,Image Generation,Anthropic,2025,160,Paid,No
1338,AI Tool 1338,Voice AI,Anthropic,2025,184,Freemium,Yes
1339,AI Tool 1339,Image Generation,Meta,2025,1,Free,Yes
1340,AI Tool 1340,AI Agents,Runway,2026,73,Paid,Yes
1341,AI Tool 1341,Video Generation,Anthropic,2024,155,Paid,No
1342,AI Tool 1342,Productivity AI,Anthropic,2021,43,Paid,Yes
1343,AI Tool 1343,Voice AI,Stability AI,2026,23,Free,Yes
1344,AI Tool 1344,Productivity AI,Google,2025,3,Free,No
1345,AI Tool 1345,LLM,Runway,2021,130,Free,No
1346,AI Tool 1346,LLM,Meta,2022,20,Freemium,No
1347,AI Tool 1347,Productivity AI,Microsoft,2023,194,Paid,No
1348,AI Tool 1348,Video Generation,Google,2026,107,Freemium,Yes
1349,AI Tool 1349,Voice AI,Amazon,2021,83,Free,No
1350,AI Tool 1350,Chatbots,Amazon,2020,193,Freemium,No
1351,AI Tool 1351,Coding AI,Adobe,2023,49,Paid,Yes
1352,AI Tool 1352,Chatbots,Adobe,2020,52,Freemium,Yes
1353,AI Tool 1353,Chatbots,HuggingFace,2026,67,Freemium,Yes
1354,AI Tool 1354,LLM,Stability AI,2023,27,Paid,No
1355,AI Tool 1355,LLM,Adobe,2024,50,Paid,No
1356,AI Tool 1356,Image Generation,Stability AI,2021,66,Free,No
1357,AI Tool 1357,Voice AI,Stability AI,2026,120,Paid,Yes
1358,AI Tool 1358,Image Generation,HuggingFace,2026,179,Free,No
1359,AI Tool 1359,Productivity AI,HuggingFace,2024,96,Free,No
1360,AI Tool 1360,Productivity AI,Meta,2025,152,Free,No
1361,AI Tool 1361,LLM,Google,2022,162,Free,Yes
1362,AI Tool 1362,LLM,Stability AI,2020,195,Free,Yes
1363,AI Tool 1363,Image Generation,Anthropic,2022,142,Free,No
1364,AI Tool 1364,Coding AI,Stability AI,2025,28,Paid,No
1365,AI Tool 1365,Video Generation,Adobe,2024,84,Paid,Yes
1366,AI Tool 1366,Voice AI,OpenAI,2020,96,Free,Yes
1367,AI Tool 1367,AI Agents,Runway,2025,63,Paid,No
1368,AI Tool 1368,Productivity AI,Meta,2022,191,Paid,Yes
1369,AI Tool 1369,Productivity AI,Amazon,2020,99,Freemium,Yes
1370,AI Tool 1370,Video Generation,OpenAI,2021,134,Freemium,Yes
1371,AI Tool 1371,LLM,Meta,2020,97,Free,No
1372,AI Tool 1372,Image Generation,HuggingFace,2020,174,Paid,No
1373,AI Tool 1373,AI Agents,HuggingFace,2021,194,Paid,No
1374,AI Tool 1374,Productivity AI,OpenAI,2026,36,Freemium,Yes
1375,AI Tool 1375,LLM,Amazon,2025,76,Free,Yes
1376,AI Tool 1376,Voice AI,Stability AI,2023,55,Free,No
1377,AI Tool 1377,LLM,Runway,2022,118,Free,No
1378,AI Tool 1378,Coding AI,Meta,2024,159,Paid,Yes
1379,AI Tool 1379,Image Generation,Runway,2021,149,Paid,No
1380,AI Tool 1380,Coding AI,Anthropic,2025,106,Free,Yes
1381,AI Tool 1381,Productivity AI,Microsoft,2024,57,Paid,No
1382,AI Tool 1382,Image Generation,HuggingFace,2025,111,Free,Yes
1383,AI Tool 1383,LLM,Stability AI,2022,192,Free,No
1384,AI Tool 1384,Image Generation,Google,2022,63,Paid,No
1385,AI Tool 1385,LLM,Microsoft,2025,91,Free,No
1386,AI Tool 1386,Coding AI,Runway,2024,169,Freemium,Yes
1387,AI Tool 1387,Chatbots,Google,2023,14,Paid,Yes
1388,AI Tool 1388,Chatbots,OpenAI,2025,102,Free,No
1389,AI Tool 1389,Video Generation,Stability AI,2026,106,Paid,No
1390,AI Tool 1390,Chatbots,Anthropic,2020,48,Freemium,Yes
1391,AI Tool 1391,Productivity AI,HuggingFace,2020,100,Freemium,No
1392,AI Tool 1392,Chatbots,Adobe,2026,158,Free,No
1393,AI Tool 1393,Voice AI,OpenAI,2020,137,Paid,No
1394,AI Tool 1394,Video Generation,Google,2023,103,Paid,No
1395,AI Tool 1395,LLM,Microsoft,2023,66,Free,Yes
1396,AI Tool 1396,Chatbots,Meta,2024,193,Paid,No
1397,AI Tool 1397,Video Generation,Stability AI,2026,190,Freemium,Yes
1398,AI Tool 1398,LLM,Runway,2022,86,Free,Yes
1399,AI Tool 1399,Voice AI,Runway,2021,138,Paid,No
1400,AI Tool 1400,Chatbots,Meta,2024,156,Paid,No
1401,AI Tool 1401,Chatbots,Microsoft,2023,132,Freemium,Yes
1402,AI Tool 1402,AI Agents,Adobe,2025,169,Paid,No
1403,AI Tool 1403,Coding AI,Anthropic,2026,154,Freemium,No
1404,AI Tool 1404,Productivity AI,Amazon,2023,13,Freemium,Yes
1405,AI Tool 1405,Coding AI,Meta,2021,15,Paid,No
1406,AI Tool 1406,Video Generation,Runway,2026,31,Freemium,Yes
1407,AI Tool 1407,Coding AI,Stability AI,2025,44,Freemium,Yes
1408,AI Tool 1408,Image Generation,Adobe,2020,2,Free,Yes
1409,AI Tool 1409,Video Generation,Stability AI,2024,70,Paid,No
1410,AI Tool 1410,Image Generation,HuggingFace,2021,159,Paid,No
1411,AI Tool 1411,Voice AI,Amazon,2021,11,Freemium,Yes
1412,AI Tool 1412,AI Agents,HuggingFace,2020,128,Freemium,Yes
1413,AI Tool 1413,Video Generation,Runway,2025,173,Paid,No
1414,AI Tool 1414,Productivity AI,OpenAI,2024,123,Free,No
1415,AI Tool 1415,LLM,Meta,2023,125,Paid,No
1416,AI Tool 1416,Chatbots,Anthropic,2024,17,Freemium,No
1417,AI Tool 1417,Voice AI,Stability AI,2022,60,Freemium,Yes
1418,AI Tool 1418,LLM,Amazon,2023,196,Freemium,No
1419,AI Tool 1419,Productivity AI,OpenAI,2023,129,Paid,Yes
1420,AI Tool 1420,LLM,Google,2025,198,Paid,No
1421,AI Tool 1421,Image Generation,Runway,2022,82,Free,Yes
1422,AI Tool 1422,Image Generation,HuggingFace,2021,69,Paid,Yes
1423,AI Tool 1423,Voice AI,Meta,2022,142,Paid,No
1424,AI Tool 1424,Image Generation,Microsoft,2021,101,Freemium,No
1425,AI Tool 1425,Video Generation,Meta,2021,167,Paid,Yes
1426,AI Tool 1426,Chatbots,Stability AI,2022,59,Freemium,No
1427,AI Tool 1427,Video Generation,OpenAI,2021,60,Free,Yes
1428,AI Tool 1428,AI Agents,Adobe,2022,123,Freemium,No
1429,AI Tool 1429,Chatbots,Anthropic,2021,154,Free,Yes
1430,AI Tool 1430,Chatbots,Amazon,2025,62,Freemium,No
1431,AI Tool 1431,LLM,Google,2025,48,Free,Yes
1432,AI Tool 1432,Voice AI,HuggingFace,2023,40,Free,No
1433,AI Tool 1433,LLM,Anthropic,2025,142,Freemium,No
1434,AI Tool 1434,LLM,Adobe,2022,162,Freemium,Yes
1435,AI Tool 1435,Chatbots,Google,2024,140,Free,Yes
1436,AI Tool 1436,Image Generation,HuggingFace,2021,162,Free,Yes
1437,AI Tool 1437,Productivity AI,Meta,2026,145,Paid,Yes
1438,AI Tool 1438,Chatbots,Amazon,2025,117,Freemium,No
1439,AI Tool 1439,LLM,OpenAI,2023,109,Freemium,No
1440,AI Tool 1440,Chatbots,HuggingFace,2020,139,Freemium,Yes
1441,AI Tool 1441,LLM,OpenAI,2022,105,Paid,No
1442,AI Tool 1442,AI Agents,Meta,2025,104,Free,Yes
1443,AI Tool 1443,Voice AI,Runway,2022,156,Paid,No
1444,AI Tool 1444,Image Generation,Runway,2026,88,Free,No
1445,AI Tool 1445,LLM,Amazon,2022,74,Freemium,No
1446,AI Tool 1446,Image Generation,Adobe,2020,67,Free,No
1447,AI Tool 1447,AI Agents,Amazon,2025,34,Freemium,Yes
1448,AI Tool 1448,Chatbots,HuggingFace,2021,14,Free,No
1449,AI Tool 1449,LLM,Adobe,2021,110,Paid,No
1450,AI Tool 1450,AI Agents,HuggingFace,2021,187,Freemium,No
1451,AI Tool 1451,AI Agents,Runway,2022,136,Paid,Yes
1452,AI Tool 1452,LLM,HuggingFace,2020,193,Free,Yes
1453,AI Tool 1453,AI Agents,HuggingFace,2025,149,Free,Yes
1454,AI Tool 1454,LLM,Amazon,2021,19,Free,Yes
1455,AI Tool 1455,Video Generation,Meta,2021,140,Free,Yes
1456,AI Tool 1456,Productivity AI,Amazon,2021,2,Free,Yes
1457,AI Tool 1457,Productivity AI,Microsoft,2021,52,Freemium,No
1458,AI Tool 1458,Image Generation,Meta,2021,91,Paid,No
1459,AI Tool 1459,Chatbots,HuggingFace,2024,72,Freemium,Yes
1460,AI Tool 1460,Voice AI,Runway,2026,16,Free,Yes
1461,AI Tool 1461,AI Agents,Adobe,2020,69,Paid,No
1462,AI Tool 1462,LLM,Microsoft,2020,43,Free,No
1463,AI Tool 1463,AI Agents,Adobe,2024,136,Freemium,No
1464,AI Tool 1464,Image Generation,Adobe,2020,122,Free,No
1465,AI Tool 1465,Image Generation,OpenAI,2021,56,Free,Yes
1466,AI Tool 1466,Voice AI,Runway,2021,75,Freemium,Yes
1467,AI Tool 1467,Voice AI,Stability AI,2025,27,Freemium,No
1468,AI Tool 1468,Coding AI,HuggingFace,2025,153,Freemium,Yes
1469,AI Tool 1469,Chatbots,OpenAI,2026,133,Free,Yes
1470,AI Tool 1470,Voice AI,Stability AI,2025,82,Free,Yes
1471,AI Tool 1471,Image Generation,Microsoft,2021,134,Freemium,No
1472,AI Tool 1472,Video Generation,Meta,2026,148,Paid,Yes
1473,AI Tool 1473,AI Agents,Microsoft,2024,57,Freemium,Yes
1474,AI Tool 1474,Image Generation,Google,2020,183,Freemium,Yes
1475,AI Tool 1475,AI Agents,Meta,2024,57,Free,No
1476,AI Tool 1476,LLM,HuggingFace,2020,188,Free,Yes
1477,AI Tool 1477,LLM,Anthropic,2025,1,Paid,Yes
1478,AI Tool 1478,Chatbots,Meta,2024,12,Free,No
1479,AI Tool 1479,Video Generation,Microsoft,2025,104,Free,No
1480,AI Tool 1480,Productivity AI,Adobe,2020,19,Free,Yes
1481,AI Tool 1481,AI Agents,Anthropic,2023,112,Free,No
1482,AI Tool 1482,Image Generation,Stability AI,2021,38,Free,No
1483,AI Tool 1483,Chatbots,Stability AI,2026,47,Freemium,Yes
1484,AI Tool 1484,Chatbots,Google,2025,73,Freemium,No
1485,AI Tool 1485,Coding AI,HuggingFace,2026,19,Paid,Yes
1486,AI Tool 1486,Voice AI,Google,2022,30,Free,Yes
1487,AI Tool 1487,LLM,Meta,2023,42,Paid,No
1488,AI Tool 1488,LLM,Meta,2020,86,Free,Yes
1489,AI Tool 1489,Voice AI,Stability AI,2023,102,Freemium,Yes
1490,AI Tool 1490,Coding AI,Amazon,2021,142,Freemium,Yes
1491,AI Tool 1491,LLM,Microsoft,2024,94,Paid,No
1492,AI Tool 1492,Productivity AI,Microsoft,2021,140,Free,Yes
1493,AI Tool 1493,Image Generation,Stability AI,2021,101,Paid,No
1494,AI Tool 1494,LLM,Adobe,2023,114,Free,No
1495,AI Tool 1495,Image Generation,Runway,2022,171,Freemium,No
1496,AI Tool 1496,Chatbots,Adobe,2023,170,Paid,No
1497,AI Tool 1497,Chatbots,Anthropic,2023,107,Freemium,Yes
1498,AI Tool 1498,LLM,Meta,2022,112,Freemium,Yes
1499,AI Tool 1499,Productivity AI,Stability AI,2024,143,Free,No
1500,AI Tool 1500,Image Generation,Runway,2021,3,Paid,No
